class	pattern	X	Y	query
yes	not X , but Y	optimistic	pessimistic	not_. (optimistic)_j ,_. but_. (pessimistic)_j
yes	not X , but Y	optimistic	pessimistic	not_. (pessimistic)_j ,_. but_. (optimistic)_j
no	not X , but Y	optimistic	pessimistic	not_. (?!optimistic)(\b\w+)_j ,_. but_. (\bpessimistic)_j
no	not X , but Y	optimistic	pessimistic	not_. (\boptimistic)_j ,_. but_. (?!pessimistic)(\b\w+)_j
no	not X , but Y	optimistic	pessimistic	not_. (?!pessimistic)(\b\w+)_j ,_. but_. (\boptimistic)_j
no	not X , but Y	optimistic	pessimistic	not_. (\bpessimistic)_j ,_. but_. (?!optimistic)(\b\w+)_j
yes	not X , but Y	permanent	temporary	not_. (permanent)_j ,_. but_. (temporary)_j
yes	not X , but Y	permanent	temporary	not_. (temporary)_j ,_. but_. (permanent)_j
no	not X , but Y	permanent	temporary	not_. (?!permanent)(\b\w+)_j ,_. but_. (\btemporary)_j
no	not X , but Y	permanent	temporary	not_. (\bpermanent)_j ,_. but_. (?!temporary)(\b\w+)_j
no	not X , but Y	permanent	temporary	not_. (?!temporary)(\b\w+)_j ,_. but_. (\bpermanent)_j
no	not X , but Y	permanent	temporary	not_. (\btemporary)_j ,_. but_. (?!permanent)(\b\w+)_j
yes	not X , but Y	feminine	masculine	not_. (feminine)_j ,_. but_. (masculine)_j
yes	not X , but Y	feminine	masculine	not_. (masculine)_j ,_. but_. (feminine)_j
no	not X , but Y	feminine	masculine	not_. (?!feminine)(\b\w+)_j ,_. but_. (\bmasculine)_j
no	not X , but Y	feminine	masculine	not_. (\bfeminine)_j ,_. but_. (?!masculine)(\b\w+)_j
no	not X , but Y	feminine	masculine	not_. (?!masculine)(\b\w+)_j ,_. but_. (\bfeminine)_j
no	not X , but Y	feminine	masculine	not_. (\bmasculine)_j ,_. but_. (?!feminine)(\b\w+)_j
yes	not X , but Y	long	short	not_. (long)_j ,_. but_. (short)_j
yes	not X , but Y	long	short	not_. (short)_j ,_. but_. (long)_j
no	not X , but Y	long	short	not_. (?!long)(\b\w+)_j ,_. but_. (\bshort)_j
no	not X , but Y	long	short	not_. (\blong)_j ,_. but_. (?!short)(\b\w+)_j
no	not X , but Y	long	short	not_. (?!short)(\b\w+)_j ,_. but_. (\blong)_j
no	not X , but Y	long	short	not_. (\bshort)_j ,_. but_. (?!long)(\b\w+)_j
yes	not X , but Y	large	small	not_. (large)_j ,_. but_. (small)_j
yes	not X , but Y	large	small	not_. (small)_j ,_. but_. (large)_j
no	not X , but Y	large	small	not_. (?!large)(\b\w+)_j ,_. but_. (\bsmall)_j
no	not X , but Y	large	small	not_. (\blarge)_j ,_. but_. (?!small)(\b\w+)_j
no	not X , but Y	large	small	not_. (?!small)(\b\w+)_j ,_. but_. (\blarge)_j
no	not X , but Y	large	small	not_. (\bsmall)_j ,_. but_. (?!large)(\b\w+)_j
yes	not X , but Y	new	old	not_. (new)_j ,_. but_. (old)_j
yes	not X , but Y	new	old	not_. (old)_j ,_. but_. (new)_j
no	not X , but Y	new	old	not_. (?!new)(\b\w+)_j ,_. but_. (\bold)_j
no	not X , but Y	new	old	not_. (\bnew)_j ,_. but_. (?!old)(\b\w+)_j
no	not X , but Y	new	old	not_. (?!old)(\b\w+)_j ,_. but_. (\bnew)_j
no	not X , but Y	new	old	not_. (\bold)_j ,_. but_. (?!new)(\b\w+)_j
yes	not X , but Y	fast	slow	not_. (fast)_j ,_. but_. (slow)_j
yes	not X , but Y	fast	slow	not_. (slow)_j ,_. but_. (fast)_j
no	not X , but Y	fast	slow	not_. (?!fast)(\b\w+)_j ,_. but_. (\bslow)_j
no	not X , but Y	fast	slow	not_. (\bfast)_j ,_. but_. (?!slow)(\b\w+)_j
no	not X , but Y	fast	slow	not_. (?!slow)(\b\w+)_j ,_. but_. (\bfast)_j
no	not X , but Y	fast	slow	not_. (\bslow)_j ,_. but_. (?!fast)(\b\w+)_j
yes	not X , but Y	major	minor	not_. (major)_j ,_. but_. (minor)_j
yes	not X , but Y	major	minor	not_. (minor)_j ,_. but_. (major)_j
no	not X , but Y	major	minor	not_. (?!major)(\b\w+)_j ,_. but_. (\bminor)_j
no	not X , but Y	major	minor	not_. (\bmajor)_j ,_. but_. (?!minor)(\b\w+)_j
no	not X , but Y	major	minor	not_. (?!minor)(\b\w+)_j ,_. but_. (\bmajor)_j
no	not X , but Y	major	minor	not_. (\bminor)_j ,_. but_. (?!major)(\b\w+)_j
yes	not X , but Y	active	passive	not_. (active)_j ,_. but_. (passive)_j
yes	not X , but Y	active	passive	not_. (passive)_j ,_. but_. (active)_j
no	not X , but Y	active	passive	not_. (?!active)(\b\w+)_j ,_. but_. (\bpassive)_j
no	not X , but Y	active	passive	not_. (\bactive)_j ,_. but_. (?!passive)(\b\w+)_j
no	not X , but Y	active	passive	not_. (?!passive)(\b\w+)_j ,_. but_. (\bactive)_j
no	not X , but Y	active	passive	not_. (\bpassive)_j ,_. but_. (?!active)(\b\w+)_j
yes	separating X and Y	alive	dead	separating_. (alive)_j and_. (dead)_j
yes	separating X and Y	alive	dead	separating_. (dead)_j and_. (alive)_j
no	separating X and Y	alive	dead	separating_. (?!alive)(\b\w+)_j and_. (\bdead)_j
no	separating X and Y	alive	dead	separating_. (\balive)_j and_. (?!dead)(\b\w+)_j
no	separating X and Y	alive	dead	separating_. (?!dead)(\b\w+)_j and_. (\balive)_j
no	separating X and Y	alive	dead	separating_. (\bdead)_j and_. (?!alive)(\b\w+)_j
yes	separating X and Y	private	public	separating_. (private)_j and_. (public)_j
yes	separating X and Y	private	public	separating_. (public)_j and_. (private)_j
no	separating X and Y	private	public	separating_. (?!private)(\b\w+)_j and_. (\bpublic)_j
no	separating X and Y	private	public	separating_. (\bprivate)_j and_. (?!public)(\b\w+)_j
no	separating X and Y	private	public	separating_. (?!public)(\b\w+)_j and_. (\bprivate)_j
no	separating X and Y	private	public	separating_. (\bpublic)_j and_. (?!private)(\b\w+)_j
yes	separating X and Y	bad	good	separating_. (bad)_j and_. (good)_j
yes	separating X and Y	bad	good	separating_. (good)_j and_. (bad)_j
no	separating X and Y	bad	good	separating_. (?!bad)(\b\w+)_j and_. (\bgood)_j
no	separating X and Y	bad	good	separating_. (\bbad)_j and_. (?!good)(\b\w+)_j
no	separating X and Y	bad	good	separating_. (?!good)(\b\w+)_j and_. (\bbad)_j
no	separating X and Y	bad	good	separating_. (\bgood)_j and_. (?!bad)(\b\w+)_j
yes	separating X and Y	heavy	light	separating_. (heavy)_j and_. (light)_j
yes	separating X and Y	heavy	light	separating_. (light)_j and_. (heavy)_j
no	separating X and Y	heavy	light	separating_. (?!heavy)(\b\w+)_j and_. (\blight)_j
no	separating X and Y	heavy	light	separating_. (\bheavy)_j and_. (?!light)(\b\w+)_j
no	separating X and Y	heavy	light	separating_. (?!light)(\b\w+)_j and_. (\bheavy)_j
no	separating X and Y	heavy	light	separating_. (\blight)_j and_. (?!heavy)(\b\w+)_j
yes	separating X and Y	drunk	sober	separating_. (drunk)_j and_. (sober)_j
yes	separating X and Y	drunk	sober	separating_. (sober)_j and_. (drunk)_j
no	separating X and Y	drunk	sober	separating_. (?!drunk)(\b\w+)_j and_. (\bsober)_j
no	separating X and Y	drunk	sober	separating_. (\bdrunk)_j and_. (?!sober)(\b\w+)_j
no	separating X and Y	drunk	sober	separating_. (?!sober)(\b\w+)_j and_. (\bdrunk)_j
no	separating X and Y	drunk	sober	separating_. (\bsober)_j and_. (?!drunk)(\b\w+)_j
yes	separating X and Y	hard	soft	separating_. (hard)_j and_. (soft)_j
yes	separating X and Y	hard	soft	separating_. (soft)_j and_. (hard)_j
no	separating X and Y	hard	soft	separating_. (?!hard)(\b\w+)_j and_. (\bsoft)_j
no	separating X and Y	hard	soft	separating_. (\bhard)_j and_. (?!soft)(\b\w+)_j
no	separating X and Y	hard	soft	separating_. (?!soft)(\b\w+)_j and_. (\bhard)_j
no	separating X and Y	hard	soft	separating_. (\bsoft)_j and_. (?!hard)(\b\w+)_j
yes	separating X and Y	false	true	separating_. (false)_j and_. (true)_j
yes	separating X and Y	false	true	separating_. (true)_j and_. (false)_j
no	separating X and Y	false	true	separating_. (?!false)(\b\w+)_j and_. (\btrue)_j
no	separating X and Y	false	true	separating_. (\bfalse)_j and_. (?!true)(\b\w+)_j
no	separating X and Y	false	true	separating_. (?!true)(\b\w+)_j and_. (\bfalse)_j
no	separating X and Y	false	true	separating_. (\btrue)_j and_. (?!false)(\b\w+)_j
yes	separating X and Y	happy	sad	separating_. (happy)_j and_. (sad)_j
yes	separating X and Y	happy	sad	separating_. (sad)_j and_. (happy)_j
no	separating X and Y	happy	sad	separating_. (?!happy)(\b\w+)_j and_. (\bsad)_j
no	separating X and Y	happy	sad	separating_. (\bhappy)_j and_. (?!sad)(\b\w+)_j
no	separating X and Y	happy	sad	separating_. (?!sad)(\b\w+)_j and_. (\bhappy)_j
no	separating X and Y	happy	sad	separating_. (\bsad)_j and_. (?!happy)(\b\w+)_j
yes	separating X and Y	dry	wet	separating_. (dry)_j and_. (wet)_j
yes	separating X and Y	dry	wet	separating_. (wet)_j and_. (dry)_j
no	separating X and Y	dry	wet	separating_. (?!dry)(\b\w+)_j and_. (\bwet)_j
no	separating X and Y	dry	wet	separating_. (\bdry)_j and_. (?!wet)(\b\w+)_j
no	separating X and Y	dry	wet	separating_. (?!wet)(\b\w+)_j and_. (\bdry)_j
no	separating X and Y	dry	wet	separating_. (\bwet)_j and_. (?!dry)(\b\w+)_j
yes	separating X and Y	right	wrong	separating_. (right)_j and_. (wrong)_j
yes	separating X and Y	right	wrong	separating_. (wrong)_j and_. (right)_j
no	separating X and Y	right	wrong	separating_. (?!right)(\b\w+)_j and_. (\bwrong)_j
no	separating X and Y	right	wrong	separating_. (\bright)_j and_. (?!wrong)(\b\w+)_j
no	separating X and Y	right	wrong	separating_. (?!wrong)(\b\w+)_j and_. (\bright)_j
no	separating X and Y	right	wrong	separating_. (\bwrong)_j and_. (?!right)(\b\w+)_j
yes	separating X and Y	female	male	separating_. (female)_j and_. (male)_j
yes	separating X and Y	female	male	separating_. (male)_j and_. (female)_j
no	separating X and Y	female	male	separating_. (?!female)(\b\w+)_j and_. (\bmale)_j
no	separating X and Y	female	male	separating_. (\bfemale)_j and_. (?!male)(\b\w+)_j
no	separating X and Y	female	male	separating_. (?!male)(\b\w+)_j and_. (\bfemale)_j
no	separating X and Y	female	male	separating_. (\bmale)_j and_. (?!female)(\b\w+)_j
yes	separating X and Y	high	low	separating_. (high)_j and_. (low)_j
yes	separating X and Y	high	low	separating_. (low)_j and_. (high)_j
no	separating X and Y	high	low	separating_. (?!high)(\b\w+)_j and_. (\blow)_j
no	separating X and Y	high	low	separating_. (\bhigh)_j and_. (?!low)(\b\w+)_j
no	separating X and Y	high	low	separating_. (?!low)(\b\w+)_j and_. (\bhigh)_j
no	separating X and Y	high	low	separating_. (\blow)_j and_. (?!high)(\b\w+)_j
yes	separating X and Y	rural	urban	separating_. (rural)_j and_. (urban)_j
yes	separating X and Y	rural	urban	separating_. (urban)_j and_. (rural)_j
no	separating X and Y	rural	urban	separating_. (?!rural)(\b\w+)_j and_. (\burban)_j
no	separating X and Y	rural	urban	separating_. (\brural)_j and_. (?!urban)(\b\w+)_j
no	separating X and Y	rural	urban	separating_. (?!urban)(\b\w+)_j and_. (\brural)_j
no	separating X and Y	rural	urban	separating_. (\burban)_j and_. (?!rural)(\b\w+)_j
yes	separating X and Y	cold	hot	separating_. (cold)_j and_. (hot)_j
yes	separating X and Y	cold	hot	separating_. (hot)_j and_. (cold)_j
no	separating X and Y	cold	hot	separating_. (?!cold)(\b\w+)_j and_. (\bhot)_j
no	separating X and Y	cold	hot	separating_. (\bcold)_j and_. (?!hot)(\b\w+)_j
no	separating X and Y	cold	hot	separating_. (?!hot)(\b\w+)_j and_. (\bcold)_j
no	separating X and Y	cold	hot	separating_. (\bhot)_j and_. (?!cold)(\b\w+)_j
yes	separating X and Y	poor	rich	separating_. (poor)_j and_. (rich)_j
yes	separating X and Y	poor	rich	separating_. (rich)_j and_. (poor)_j
no	separating X and Y	poor	rich	separating_. (?!poor)(\b\w+)_j and_. (\brich)_j
no	separating X and Y	poor	rich	separating_. (\bpoor)_j and_. (?!rich)(\b\w+)_j
no	separating X and Y	poor	rich	separating_. (?!rich)(\b\w+)_j and_. (\bpoor)_j
no	separating X and Y	poor	rich	separating_. (\brich)_j and_. (?!poor)(\b\w+)_j
yes	separating X and Y	difficult	easy	separating_. (difficult)_j and_. (easy)_j
yes	separating X and Y	difficult	easy	separating_. (easy)_j and_. (difficult)_j
no	separating X and Y	difficult	easy	separating_. (?!difficult)(\b\w+)_j and_. (\beasy)_j
no	separating X and Y	difficult	easy	separating_. (\bdifficult)_j and_. (?!easy)(\b\w+)_j
no	separating X and Y	difficult	easy	separating_. (?!easy)(\b\w+)_j and_. (\bdifficult)_j
no	separating X and Y	difficult	easy	separating_. (\beasy)_j and_. (?!difficult)(\b\w+)_j
yes	separating X and Y	optimistic	pessimistic	separating_. (optimistic)_j and_. (pessimistic)_j
yes	separating X and Y	optimistic	pessimistic	separating_. (pessimistic)_j and_. (optimistic)_j
no	separating X and Y	optimistic	pessimistic	separating_. (?!optimistic)(\b\w+)_j and_. (\bpessimistic)_j
no	separating X and Y	optimistic	pessimistic	separating_. (\boptimistic)_j and_. (?!pessimistic)(\b\w+)_j
no	separating X and Y	optimistic	pessimistic	separating_. (?!pessimistic)(\b\w+)_j and_. (\boptimistic)_j
no	separating X and Y	optimistic	pessimistic	separating_. (\bpessimistic)_j and_. (?!optimistic)(\b\w+)_j
yes	separating X and Y	permanent	temporary	separating_. (permanent)_j and_. (temporary)_j
yes	separating X and Y	permanent	temporary	separating_. (temporary)_j and_. (permanent)_j
no	separating X and Y	permanent	temporary	separating_. (?!permanent)(\b\w+)_j and_. (\btemporary)_j
no	separating X and Y	permanent	temporary	separating_. (\bpermanent)_j and_. (?!temporary)(\b\w+)_j
no	separating X and Y	permanent	temporary	separating_. (?!temporary)(\b\w+)_j and_. (\bpermanent)_j
no	separating X and Y	permanent	temporary	separating_. (\btemporary)_j and_. (?!permanent)(\b\w+)_j
yes	separating X and Y	feminine	masculine	separating_. (feminine)_j and_. (masculine)_j
yes	separating X and Y	feminine	masculine	separating_. (masculine)_j and_. (feminine)_j
no	separating X and Y	feminine	masculine	separating_. (?!feminine)(\b\w+)_j and_. (\bmasculine)_j
no	separating X and Y	feminine	masculine	separating_. (\bfeminine)_j and_. (?!masculine)(\b\w+)_j
no	separating X and Y	feminine	masculine	separating_. (?!masculine)(\b\w+)_j and_. (\bfeminine)_j
no	separating X and Y	feminine	masculine	separating_. (\bmasculine)_j and_. (?!feminine)(\b\w+)_j
yes	separating X and Y	long	short	separating_. (long)_j and_. (short)_j
yes	separating X and Y	long	short	separating_. (short)_j and_. (long)_j
no	separating X and Y	long	short	separating_. (?!long)(\b\w+)_j and_. (\bshort)_j
no	separating X and Y	long	short	separating_. (\blong)_j and_. (?!short)(\b\w+)_j
no	separating X and Y	long	short	separating_. (?!short)(\b\w+)_j and_. (\blong)_j
no	separating X and Y	long	short	separating_. (\bshort)_j and_. (?!long)(\b\w+)_j
yes	separating X and Y	large	small	separating_. (large)_j and_. (small)_j
yes	separating X and Y	large	small	separating_. (small)_j and_. (large)_j
no	separating X and Y	large	small	separating_. (?!large)(\b\w+)_j and_. (\bsmall)_j
no	separating X and Y	large	small	separating_. (\blarge)_j and_. (?!small)(\b\w+)_j
no	separating X and Y	large	small	separating_. (?!small)(\b\w+)_j and_. (\blarge)_j
no	separating X and Y	large	small	separating_. (\bsmall)_j and_. (?!large)(\b\w+)_j
yes	separating X and Y	new	old	separating_. (new)_j and_. (old)_j
yes	separating X and Y	new	old	separating_. (old)_j and_. (new)_j
no	separating X and Y	new	old	separating_. (?!new)(\b\w+)_j and_. (\bold)_j
no	separating X and Y	new	old	separating_. (\bnew)_j and_. (?!old)(\b\w+)_j
no	separating X and Y	new	old	separating_. (?!old)(\b\w+)_j and_. (\bnew)_j
no	separating X and Y	new	old	separating_. (\bold)_j and_. (?!new)(\b\w+)_j
yes	separating X and Y	fast	slow	separating_. (fast)_j and_. (slow)_j
yes	separating X and Y	fast	slow	separating_. (slow)_j and_. (fast)_j
no	separating X and Y	fast	slow	separating_. (?!fast)(\b\w+)_j and_. (\bslow)_j
no	separating X and Y	fast	slow	separating_. (\bfast)_j and_. (?!slow)(\b\w+)_j
no	separating X and Y	fast	slow	separating_. (?!slow)(\b\w+)_j and_. (\bfast)_j
no	separating X and Y	fast	slow	separating_. (\bslow)_j and_. (?!fast)(\b\w+)_j
yes	separating X and Y	major	minor	separating_. (major)_j and_. (minor)_j
yes	separating X and Y	major	minor	separating_. (minor)_j and_. (major)_j
no	separating X and Y	major	minor	separating_. (?!major)(\b\w+)_j and_. (\bminor)_j
no	separating X and Y	major	minor	separating_. (\bmajor)_j and_. (?!minor)(\b\w+)_j
no	separating X and Y	major	minor	separating_. (?!minor)(\b\w+)_j and_. (\bmajor)_j
no	separating X and Y	major	minor	separating_. (\bminor)_j and_. (?!major)(\b\w+)_j
yes	separating X and Y	active	passive	separating_. (active)_j and_. (passive)_j
yes	separating X and Y	active	passive	separating_. (passive)_j and_. (active)_j
no	separating X and Y	active	passive	separating_. (?!active)(\b\w+)_j and_. (\bpassive)_j
no	separating X and Y	active	passive	separating_. (\bactive)_j and_. (?!passive)(\b\w+)_j
no	separating X and Y	active	passive	separating_. (?!passive)(\b\w+)_j and_. (\bactive)_j
no	separating X and Y	active	passive	separating_. (\bpassive)_j and_. (?!active)(\b\w+)_j
yes	the very X and the very Y	alive	dead	the_. very_. (alive)_j and_. the_. very_. (dead)_j
yes	the very X and the very Y	alive	dead	the_. very_. (dead)_j and_. the_. very_. (alive)_j
no	the very X and the very Y	alive	dead	the_. very_. (?!alive)(\b\w+)_j and_. the_. very_. (\bdead)_j
no	the very X and the very Y	alive	dead	the_. very_. (\balive)_j and_. the_. very_. (?!dead)(\b\w+)_j
no	the very X and the very Y	alive	dead	the_. very_. (?!dead)(\b\w+)_j and_. the_. very_. (\balive)_j
no	the very X and the very Y	alive	dead	the_. very_. (\bdead)_j and_. the_. very_. (?!alive)(\b\w+)_j
yes	the very X and the very Y	private	public	the_. very_. (private)_j and_. the_. very_. (public)_j
yes	the very X and the very Y	private	public	the_. very_. (public)_j and_. the_. very_. (private)_j
no	the very X and the very Y	private	public	the_. very_. (?!private)(\b\w+)_j and_. the_. very_. (\bpublic)_j
no	the very X and the very Y	private	public	the_. very_. (\bprivate)_j and_. the_. very_. (?!public)(\b\w+)_j
no	the very X and the very Y	private	public	the_. very_. (?!public)(\b\w+)_j and_. the_. very_. (\bprivate)_j
no	the very X and the very Y	private	public	the_. very_. (\bpublic)_j and_. the_. very_. (?!private)(\b\w+)_j
yes	the very X and the very Y	bad	good	the_. very_. (bad)_j and_. the_. very_. (good)_j
yes	the very X and the very Y	bad	good	the_. very_. (good)_j and_. the_. very_. (bad)_j
no	the very X and the very Y	bad	good	the_. very_. (?!bad)(\b\w+)_j and_. the_. very_. (\bgood)_j
no	the very X and the very Y	bad	good	the_. very_. (\bbad)_j and_. the_. very_. (?!good)(\b\w+)_j
no	the very X and the very Y	bad	good	the_. very_. (?!good)(\b\w+)_j and_. the_. very_. (\bbad)_j
no	the very X and the very Y	bad	good	the_. very_. (\bgood)_j and_. the_. very_. (?!bad)(\b\w+)_j
yes	the very X and the very Y	heavy	light	the_. very_. (heavy)_j and_. the_. very_. (light)_j
yes	the very X and the very Y	heavy	light	the_. very_. (light)_j and_. the_. very_. (heavy)_j
no	the very X and the very Y	heavy	light	the_. very_. (?!heavy)(\b\w+)_j and_. the_. very_. (\blight)_j
no	the very X and the very Y	heavy	light	the_. very_. (\bheavy)_j and_. the_. very_. (?!light)(\b\w+)_j
no	the very X and the very Y	heavy	light	the_. very_. (?!light)(\b\w+)_j and_. the_. very_. (\bheavy)_j
no	the very X and the very Y	heavy	light	the_. very_. (\blight)_j and_. the_. very_. (?!heavy)(\b\w+)_j
yes	the very X and the very Y	drunk	sober	the_. very_. (drunk)_j and_. the_. very_. (sober)_j
yes	the very X and the very Y	drunk	sober	the_. very_. (sober)_j and_. the_. very_. (drunk)_j
no	the very X and the very Y	drunk	sober	the_. very_. (?!drunk)(\b\w+)_j and_. the_. very_. (\bsober)_j
no	the very X and the very Y	drunk	sober	the_. very_. (\bdrunk)_j and_. the_. very_. (?!sober)(\b\w+)_j
no	the very X and the very Y	drunk	sober	the_. very_. (?!sober)(\b\w+)_j and_. the_. very_. (\bdrunk)_j
no	the very X and the very Y	drunk	sober	the_. very_. (\bsober)_j and_. the_. very_. (?!drunk)(\b\w+)_j
yes	the very X and the very Y	hard	soft	the_. very_. (hard)_j and_. the_. very_. (soft)_j
yes	the very X and the very Y	hard	soft	the_. very_. (soft)_j and_. the_. very_. (hard)_j
no	the very X and the very Y	hard	soft	the_. very_. (?!hard)(\b\w+)_j and_. the_. very_. (\bsoft)_j
no	the very X and the very Y	hard	soft	the_. very_. (\bhard)_j and_. the_. very_. (?!soft)(\b\w+)_j
no	the very X and the very Y	hard	soft	the_. very_. (?!soft)(\b\w+)_j and_. the_. very_. (\bhard)_j
no	the very X and the very Y	hard	soft	the_. very_. (\bsoft)_j and_. the_. very_. (?!hard)(\b\w+)_j
yes	the very X and the very Y	false	true	the_. very_. (false)_j and_. the_. very_. (true)_j
yes	the very X and the very Y	false	true	the_. very_. (true)_j and_. the_. very_. (false)_j
no	the very X and the very Y	false	true	the_. very_. (?!false)(\b\w+)_j and_. the_. very_. (\btrue)_j
no	the very X and the very Y	false	true	the_. very_. (\bfalse)_j and_. the_. very_. (?!true)(\b\w+)_j
no	the very X and the very Y	false	true	the_. very_. (?!true)(\b\w+)_j and_. the_. very_. (\bfalse)_j
no	the very X and the very Y	false	true	the_. very_. (\btrue)_j and_. the_. very_. (?!false)(\b\w+)_j
yes	the very X and the very Y	happy	sad	the_. very_. (happy)_j and_. the_. very_. (sad)_j
yes	the very X and the very Y	happy	sad	the_. very_. (sad)_j and_. the_. very_. (happy)_j
no	the very X and the very Y	happy	sad	the_. very_. (?!happy)(\b\w+)_j and_. the_. very_. (\bsad)_j
no	the very X and the very Y	happy	sad	the_. very_. (\bhappy)_j and_. the_. very_. (?!sad)(\b\w+)_j
no	the very X and the very Y	happy	sad	the_. very_. (?!sad)(\b\w+)_j and_. the_. very_. (\bhappy)_j
no	the very X and the very Y	happy	sad	the_. very_. (\bsad)_j and_. the_. very_. (?!happy)(\b\w+)_j
yes	the very X and the very Y	dry	wet	the_. very_. (dry)_j and_. the_. very_. (wet)_j
yes	the very X and the very Y	dry	wet	the_. very_. (wet)_j and_. the_. very_. (dry)_j
no	the very X and the very Y	dry	wet	the_. very_. (?!dry)(\b\w+)_j and_. the_. very_. (\bwet)_j
no	the very X and the very Y	dry	wet	the_. very_. (\bdry)_j and_. the_. very_. (?!wet)(\b\w+)_j
no	the very X and the very Y	dry	wet	the_. very_. (?!wet)(\b\w+)_j and_. the_. very_. (\bdry)_j
no	the very X and the very Y	dry	wet	the_. very_. (\bwet)_j and_. the_. very_. (?!dry)(\b\w+)_j
yes	the very X and the very Y	right	wrong	the_. very_. (right)_j and_. the_. very_. (wrong)_j
yes	the very X and the very Y	right	wrong	the_. very_. (wrong)_j and_. the_. very_. (right)_j
no	the very X and the very Y	right	wrong	the_. very_. (?!right)(\b\w+)_j and_. the_. very_. (\bwrong)_j
no	the very X and the very Y	right	wrong	the_. very_. (\bright)_j and_. the_. very_. (?!wrong)(\b\w+)_j
no	the very X and the very Y	right	wrong	the_. very_. (?!wrong)(\b\w+)_j and_. the_. very_. (\bright)_j
no	the very X and the very Y	right	wrong	the_. very_. (\bwrong)_j and_. the_. very_. (?!right)(\b\w+)_j
yes	the very X and the very Y	female	male	the_. very_. (female)_j and_. the_. very_. (male)_j
yes	the very X and the very Y	female	male	the_. very_. (male)_j and_. the_. very_. (female)_j
no	the very X and the very Y	female	male	the_. very_. (?!female)(\b\w+)_j and_. the_. very_. (\bmale)_j
no	the very X and the very Y	female	male	the_. very_. (\bfemale)_j and_. the_. very_. (?!male)(\b\w+)_j
no	the very X and the very Y	female	male	the_. very_. (?!male)(\b\w+)_j and_. the_. very_. (\bfemale)_j
no	the very X and the very Y	female	male	the_. very_. (\bmale)_j and_. the_. very_. (?!female)(\b\w+)_j
yes	the very X and the very Y	high	low	the_. very_. (high)_j and_. the_. very_. (low)_j
yes	the very X and the very Y	high	low	the_. very_. (low)_j and_. the_. very_. (high)_j
no	the very X and the very Y	high	low	the_. very_. (?!high)(\b\w+)_j and_. the_. very_. (\blow)_j
no	the very X and the very Y	high	low	the_. very_. (\bhigh)_j and_. the_. very_. (?!low)(\b\w+)_j
no	the very X and the very Y	high	low	the_. very_. (?!low)(\b\w+)_j and_. the_. very_. (\bhigh)_j
no	the very X and the very Y	high	low	the_. very_. (\blow)_j and_. the_. very_. (?!high)(\b\w+)_j
yes	the very X and the very Y	rural	urban	the_. very_. (rural)_j and_. the_. very_. (urban)_j
yes	the very X and the very Y	rural	urban	the_. very_. (urban)_j and_. the_. very_. (rural)_j
no	the very X and the very Y	rural	urban	the_. very_. (?!rural)(\b\w+)_j and_. the_. very_. (\burban)_j
no	the very X and the very Y	rural	urban	the_. very_. (\brural)_j and_. the_. very_. (?!urban)(\b\w+)_j
no	the very X and the very Y	rural	urban	the_. very_. (?!urban)(\b\w+)_j and_. the_. very_. (\brural)_j
no	the very X and the very Y	rural	urban	the_. very_. (\burban)_j and_. the_. very_. (?!rural)(\b\w+)_j
yes	the very X and the very Y	cold	hot	the_. very_. (cold)_j and_. the_. very_. (hot)_j
yes	the very X and the very Y	cold	hot	the_. very_. (hot)_j and_. the_. very_. (cold)_j
no	the very X and the very Y	cold	hot	the_. very_. (?!cold)(\b\w+)_j and_. the_. very_. (\bhot)_j
no	the very X and the very Y	cold	hot	the_. very_. (\bcold)_j and_. the_. very_. (?!hot)(\b\w+)_j
no	the very X and the very Y	cold	hot	the_. very_. (?!hot)(\b\w+)_j and_. the_. very_. (\bcold)_j
no	the very X and the very Y	cold	hot	the_. very_. (\bhot)_j and_. the_. very_. (?!cold)(\b\w+)_j
yes	the very X and the very Y	poor	rich	the_. very_. (poor)_j and_. the_. very_. (rich)_j
yes	the very X and the very Y	poor	rich	the_. very_. (rich)_j and_. the_. very_. (poor)_j
no	the very X and the very Y	poor	rich	the_. very_. (?!poor)(\b\w+)_j and_. the_. very_. (\brich)_j
no	the very X and the very Y	poor	rich	the_. very_. (\bpoor)_j and_. the_. very_. (?!rich)(\b\w+)_j
no	the very X and the very Y	poor	rich	the_. very_. (?!rich)(\b\w+)_j and_. the_. very_. (\bpoor)_j
no	the very X and the very Y	poor	rich	the_. very_. (\brich)_j and_. the_. very_. (?!poor)(\b\w+)_j
yes	the very X and the very Y	difficult	easy	the_. very_. (difficult)_j and_. the_. very_. (easy)_j
yes	the very X and the very Y	difficult	easy	the_. very_. (easy)_j and_. the_. very_. (difficult)_j
no	the very X and the very Y	difficult	easy	the_. very_. (?!difficult)(\b\w+)_j and_. the_. very_. (\beasy)_j
no	the very X and the very Y	difficult	easy	the_. very_. (\bdifficult)_j and_. the_. very_. (?!easy)(\b\w+)_j
no	the very X and the very Y	difficult	easy	the_. very_. (?!easy)(\b\w+)_j and_. the_. very_. (\bdifficult)_j
no	the very X and the very Y	difficult	easy	the_. very_. (\beasy)_j and_. the_. very_. (?!difficult)(\b\w+)_j
yes	the very X and the very Y	optimistic	pessimistic	the_. very_. (optimistic)_j and_. the_. very_. (pessimistic)_j
