class	pattern	X	Y	query
no	X as well as Y	new	old	(?!new)(\b\w+)_j as_. well_. as_. (\bold)_j
no	X as well as Y	new	old	(\bnew)_j as_. well_. as_. (?!old)(\b\w+)_j
no	X as well as Y	new	old	(?!old)(\b\w+)_j as_. well_. as_. (\bnew)_j
no	X as well as Y	new	old	(\bold)_j as_. well_. as_. (?!new)(\b\w+)_j
yes	X as well as Y	fast	slow	(fast)_j as_. well_. as_. (slow)_j
yes	X as well as Y	fast	slow	(slow)_j as_. well_. as_. (fast)_j
no	X as well as Y	fast	slow	(?!fast)(\b\w+)_j as_. well_. as_. (\bslow)_j
no	X as well as Y	fast	slow	(\bfast)_j as_. well_. as_. (?!slow)(\b\w+)_j
no	X as well as Y	fast	slow	(?!slow)(\b\w+)_j as_. well_. as_. (\bfast)_j
no	X as well as Y	fast	slow	(\bslow)_j as_. well_. as_. (?!fast)(\b\w+)_j
yes	X as well as Y	major	minor	(major)_j as_. well_. as_. (minor)_j
yes	X as well as Y	major	minor	(minor)_j as_. well_. as_. (major)_j
no	X as well as Y	major	minor	(?!major)(\b\w+)_j as_. well_. as_. (\bminor)_j
no	X as well as Y	major	minor	(\bmajor)_j as_. well_. as_. (?!minor)(\b\w+)_j
no	X as well as Y	major	minor	(?!minor)(\b\w+)_j as_. well_. as_. (\bmajor)_j
no	X as well as Y	major	minor	(\bminor)_j as_. well_. as_. (?!major)(\b\w+)_j
yes	X as well as Y	active	passive	(active)_j as_. well_. as_. (passive)_j
yes	X as well as Y	active	passive	(passive)_j as_. well_. as_. (active)_j
no	X as well as Y	active	passive	(?!active)(\b\w+)_j as_. well_. as_. (\bpassive)_j
no	X as well as Y	active	passive	(\bactive)_j as_. well_. as_. (?!passive)(\b\w+)_j
no	X as well as Y	active	passive	(?!passive)(\b\w+)_j as_. well_. as_. (\bactive)_j
no	X as well as Y	active	passive	(\bpassive)_j as_. well_. as_. (?!active)(\b\w+)_j
yes	X gives way to Y	alive	dead	(alive)_j gives_. way_. to_. (dead)_j
yes	X gives way to Y	alive	dead	(dead)_j gives_. way_. to_. (alive)_j
no	X gives way to Y	alive	dead	(?!alive)(\b\w+)_j gives_. way_. to_. (\bdead)_j
no	X gives way to Y	alive	dead	(\balive)_j gives_. way_. to_. (?!dead)(\b\w+)_j
no	X gives way to Y	alive	dead	(?!dead)(\b\w+)_j gives_. way_. to_. (\balive)_j
no	X gives way to Y	alive	dead	(\bdead)_j gives_. way_. to_. (?!alive)(\b\w+)_j
yes	X gives way to Y	private	public	(private)_j gives_. way_. to_. (public)_j
yes	X gives way to Y	private	public	(public)_j gives_. way_. to_. (private)_j
no	X gives way to Y	private	public	(?!private)(\b\w+)_j gives_. way_. to_. (\bpublic)_j
no	X gives way to Y	private	public	(\bprivate)_j gives_. way_. to_. (?!public)(\b\w+)_j
no	X gives way to Y	private	public	(?!public)(\b\w+)_j gives_. way_. to_. (\bprivate)_j
no	X gives way to Y	private	public	(\bpublic)_j gives_. way_. to_. (?!private)(\b\w+)_j
yes	X gives way to Y	bad	good	(bad)_j gives_. way_. to_. (good)_j
yes	X gives way to Y	bad	good	(good)_j gives_. way_. to_. (bad)_j
no	X gives way to Y	bad	good	(?!bad)(\b\w+)_j gives_. way_. to_. (\bgood)_j
no	X gives way to Y	bad	good	(\bbad)_j gives_. way_. to_. (?!good)(\b\w+)_j
no	X gives way to Y	bad	good	(?!good)(\b\w+)_j gives_. way_. to_. (\bbad)_j
no	X gives way to Y	bad	good	(\bgood)_j gives_. way_. to_. (?!bad)(\b\w+)_j
yes	X gives way to Y	heavy	light	(heavy)_j gives_. way_. to_. (light)_j
yes	X gives way to Y	heavy	light	(light)_j gives_. way_. to_. (heavy)_j
no	X gives way to Y	heavy	light	(?!heavy)(\b\w+)_j gives_. way_. to_. (\blight)_j
no	X gives way to Y	heavy	light	(\bheavy)_j gives_. way_. to_. (?!light)(\b\w+)_j
no	X gives way to Y	heavy	light	(?!light)(\b\w+)_j gives_. way_. to_. (\bheavy)_j
no	X gives way to Y	heavy	light	(\blight)_j gives_. way_. to_. (?!heavy)(\b\w+)_j
yes	X gives way to Y	drunk	sober	(drunk)_j gives_. way_. to_. (sober)_j
yes	X gives way to Y	drunk	sober	(sober)_j gives_. way_. to_. (drunk)_j
no	X gives way to Y	drunk	sober	(?!drunk)(\b\w+)_j gives_. way_. to_. (\bsober)_j
no	X gives way to Y	drunk	sober	(\bdrunk)_j gives_. way_. to_. (?!sober)(\b\w+)_j
no	X gives way to Y	drunk	sober	(?!sober)(\b\w+)_j gives_. way_. to_. (\bdrunk)_j
no	X gives way to Y	drunk	sober	(\bsober)_j gives_. way_. to_. (?!drunk)(\b\w+)_j
yes	X gives way to Y	hard	soft	(hard)_j gives_. way_. to_. (soft)_j
yes	X gives way to Y	hard	soft	(soft)_j gives_. way_. to_. (hard)_j
no	X gives way to Y	hard	soft	(?!hard)(\b\w+)_j gives_. way_. to_. (\bsoft)_j
no	X gives way to Y	hard	soft	(\bhard)_j gives_. way_. to_. (?!soft)(\b\w+)_j
no	X gives way to Y	hard	soft	(?!soft)(\b\w+)_j gives_. way_. to_. (\bhard)_j
no	X gives way to Y	hard	soft	(\bsoft)_j gives_. way_. to_. (?!hard)(\b\w+)_j
yes	X gives way to Y	false	true	(false)_j gives_. way_. to_. (true)_j
yes	X gives way to Y	false	true	(true)_j gives_. way_. to_. (false)_j
no	X gives way to Y	false	true	(?!false)(\b\w+)_j gives_. way_. to_. (\btrue)_j
no	X gives way to Y	false	true	(\bfalse)_j gives_. way_. to_. (?!true)(\b\w+)_j
no	X gives way to Y	false	true	(?!true)(\b\w+)_j gives_. way_. to_. (\bfalse)_j
no	X gives way to Y	false	true	(\btrue)_j gives_. way_. to_. (?!false)(\b\w+)_j
yes	X gives way to Y	happy	sad	(happy)_j gives_. way_. to_. (sad)_j
yes	X gives way to Y	happy	sad	(sad)_j gives_. way_. to_. (happy)_j
no	X gives way to Y	happy	sad	(?!happy)(\b\w+)_j gives_. way_. to_. (\bsad)_j
no	X gives way to Y	happy	sad	(\bhappy)_j gives_. way_. to_. (?!sad)(\b\w+)_j
no	X gives way to Y	happy	sad	(?!sad)(\b\w+)_j gives_. way_. to_. (\bhappy)_j
no	X gives way to Y	happy	sad	(\bsad)_j gives_. way_. to_. (?!happy)(\b\w+)_j
yes	X gives way to Y	dry	wet	(dry)_j gives_. way_. to_. (wet)_j
yes	X gives way to Y	dry	wet	(wet)_j gives_. way_. to_. (dry)_j
no	X gives way to Y	dry	wet	(?!dry)(\b\w+)_j gives_. way_. to_. (\bwet)_j
no	X gives way to Y	dry	wet	(\bdry)_j gives_. way_. to_. (?!wet)(\b\w+)_j
no	X gives way to Y	dry	wet	(?!wet)(\b\w+)_j gives_. way_. to_. (\bdry)_j
no	X gives way to Y	dry	wet	(\bwet)_j gives_. way_. to_. (?!dry)(\b\w+)_j
yes	X gives way to Y	right	wrong	(right)_j gives_. way_. to_. (wrong)_j
yes	X gives way to Y	right	wrong	(wrong)_j gives_. way_. to_. (right)_j
no	X gives way to Y	right	wrong	(?!right)(\b\w+)_j gives_. way_. to_. (\bwrong)_j
no	X gives way to Y	right	wrong	(\bright)_j gives_. way_. to_. (?!wrong)(\b\w+)_j
no	X gives way to Y	right	wrong	(?!wrong)(\b\w+)_j gives_. way_. to_. (\bright)_j
no	X gives way to Y	right	wrong	(\bwrong)_j gives_. way_. to_. (?!right)(\b\w+)_j
yes	X gives way to Y	female	male	(female)_j gives_. way_. to_. (male)_j
yes	X gives way to Y	female	male	(male)_j gives_. way_. to_. (female)_j
no	X gives way to Y	female	male	(?!female)(\b\w+)_j gives_. way_. to_. (\bmale)_j
no	X gives way to Y	female	male	(\bfemale)_j gives_. way_. to_. (?!male)(\b\w+)_j
no	X gives way to Y	female	male	(?!male)(\b\w+)_j gives_. way_. to_. (\bfemale)_j
no	X gives way to Y	female	male	(\bmale)_j gives_. way_. to_. (?!female)(\b\w+)_j
yes	X gives way to Y	high	low	(high)_j gives_. way_. to_. (low)_j
yes	X gives way to Y	high	low	(low)_j gives_. way_. to_. (high)_j
no	X gives way to Y	high	low	(?!high)(\b\w+)_j gives_. way_. to_. (\blow)_j
no	X gives way to Y	high	low	(\bhigh)_j gives_. way_. to_. (?!low)(\b\w+)_j
no	X gives way to Y	high	low	(?!low)(\b\w+)_j gives_. way_. to_. (\bhigh)_j
no	X gives way to Y	high	low	(\blow)_j gives_. way_. to_. (?!high)(\b\w+)_j
yes	X gives way to Y	rural	urban	(rural)_j gives_. way_. to_. (urban)_j
yes	X gives way to Y	rural	urban	(urban)_j gives_. way_. to_. (rural)_j
no	X gives way to Y	rural	urban	(?!rural)(\b\w+)_j gives_. way_. to_. (\burban)_j
no	X gives way to Y	rural	urban	(\brural)_j gives_. way_. to_. (?!urban)(\b\w+)_j
no	X gives way to Y	rural	urban	(?!urban)(\b\w+)_j gives_. way_. to_. (\brural)_j
no	X gives way to Y	rural	urban	(\burban)_j gives_. way_. to_. (?!rural)(\b\w+)_j
yes	X gives way to Y	cold	hot	(cold)_j gives_. way_. to_. (hot)_j
yes	X gives way to Y	cold	hot	(hot)_j gives_. way_. to_. (cold)_j
no	X gives way to Y	cold	hot	(?!cold)(\b\w+)_j gives_. way_. to_. (\bhot)_j
no	X gives way to Y	cold	hot	(\bcold)_j gives_. way_. to_. (?!hot)(\b\w+)_j
no	X gives way to Y	cold	hot	(?!hot)(\b\w+)_j gives_. way_. to_. (\bcold)_j
no	X gives way to Y	cold	hot	(\bhot)_j gives_. way_. to_. (?!cold)(\b\w+)_j
yes	X gives way to Y	poor	rich	(poor)_j gives_. way_. to_. (rich)_j
yes	X gives way to Y	poor	rich	(rich)_j gives_. way_. to_. (poor)_j
no	X gives way to Y	poor	rich	(?!poor)(\b\w+)_j gives_. way_. to_. (\brich)_j
no	X gives way to Y	poor	rich	(\bpoor)_j gives_. way_. to_. (?!rich)(\b\w+)_j
no	X gives way to Y	poor	rich	(?!rich)(\b\w+)_j gives_. way_. to_. (\bpoor)_j
no	X gives way to Y	poor	rich	(\brich)_j gives_. way_. to_. (?!poor)(\b\w+)_j
yes	X gives way to Y	difficult	easy	(difficult)_j gives_. way_. to_. (easy)_j
yes	X gives way to Y	difficult	easy	(easy)_j gives_. way_. to_. (difficult)_j
no	X gives way to Y	difficult	easy	(?!difficult)(\b\w+)_j gives_. way_. to_. (\beasy)_j
no	X gives way to Y	difficult	easy	(\bdifficult)_j gives_. way_. to_. (?!easy)(\b\w+)_j
no	X gives way to Y	difficult	easy	(?!easy)(\b\w+)_j gives_. way_. to_. (\bdifficult)_j
no	X gives way to Y	difficult	easy	(\beasy)_j gives_. way_. to_. (?!difficult)(\b\w+)_j
yes	X gives way to Y	optimistic	pessimistic	(optimistic)_j gives_. way_. to_. (pessimistic)_j
yes	X gives way to Y	optimistic	pessimistic	(pessimistic)_j gives_. way_. to_. (optimistic)_j
no	X gives way to Y	optimistic	pessimistic	(?!optimistic)(\b\w+)_j gives_. way_. to_. (\bpessimistic)_j
no	X gives way to Y	optimistic	pessimistic	(\boptimistic)_j gives_. way_. to_. (?!pessimistic)(\b\w+)_j
no	X gives way to Y	optimistic	pessimistic	(?!pessimistic)(\b\w+)_j gives_. way_. to_. (\boptimistic)_j
no	X gives way to Y	optimistic	pessimistic	(\bpessimistic)_j gives_. way_. to_. (?!optimistic)(\b\w+)_j
yes	X gives way to Y	permanent	temporary	(permanent)_j gives_. way_. to_. (temporary)_j
yes	X gives way to Y	permanent	temporary	(temporary)_j gives_. way_. to_. (permanent)_j
no	X gives way to Y	permanent	temporary	(?!permanent)(\b\w+)_j gives_. way_. to_. (\btemporary)_j
no	X gives way to Y	permanent	temporary	(\bpermanent)_j gives_. way_. to_. (?!temporary)(\b\w+)_j
no	X gives way to Y	permanent	temporary	(?!temporary)(\b\w+)_j gives_. way_. to_. (\bpermanent)_j
no	X gives way to Y	permanent	temporary	(\btemporary)_j gives_. way_. to_. (?!permanent)(\b\w+)_j
yes	X gives way to Y	feminine	masculine	(feminine)_j gives_. way_. to_. (masculine)_j
yes	X gives way to Y	feminine	masculine	(masculine)_j gives_. way_. to_. (feminine)_j
no	X gives way to Y	feminine	masculine	(?!feminine)(\b\w+)_j gives_. way_. to_. (\bmasculine)_j
no	X gives way to Y	feminine	masculine	(\bfeminine)_j gives_. way_. to_. (?!masculine)(\b\w+)_j
no	X gives way to Y	feminine	masculine	(?!masculine)(\b\w+)_j gives_. way_. to_. (\bfeminine)_j
no	X gives way to Y	feminine	masculine	(\bmasculine)_j gives_. way_. to_. (?!feminine)(\b\w+)_j
yes	X gives way to Y	long	short	(long)_j gives_. way_. to_. (short)_j
yes	X gives way to Y	long	short	(short)_j gives_. way_. to_. (long)_j
no	X gives way to Y	long	short	(?!long)(\b\w+)_j gives_. way_. to_. (\bshort)_j
no	X gives way to Y	long	short	(\blong)_j gives_. way_. to_. (?!short)(\b\w+)_j
no	X gives way to Y	long	short	(?!short)(\b\w+)_j gives_. way_. to_. (\blong)_j
no	X gives way to Y	long	short	(\bshort)_j gives_. way_. to_. (?!long)(\b\w+)_j
yes	X gives way to Y	large	small	(large)_j gives_. way_. to_. (small)_j
yes	X gives way to Y	large	small	(small)_j gives_. way_. to_. (large)_j
no	X gives way to Y	large	small	(?!large)(\b\w+)_j gives_. way_. to_. (\bsmall)_j
no	X gives way to Y	large	small	(\blarge)_j gives_. way_. to_. (?!small)(\b\w+)_j
no	X gives way to Y	large	small	(?!small)(\b\w+)_j gives_. way_. to_. (\blarge)_j
no	X gives way to Y	large	small	(\bsmall)_j gives_. way_. to_. (?!large)(\b\w+)_j
yes	X gives way to Y	new	old	(new)_j gives_. way_. to_. (old)_j
yes	X gives way to Y	new	old	(old)_j gives_. way_. to_. (new)_j
no	X gives way to Y	new	old	(?!new)(\b\w+)_j gives_. way_. to_. (\bold)_j
no	X gives way to Y	new	old	(\bnew)_j gives_. way_. to_. (?!old)(\b\w+)_j
no	X gives way to Y	new	old	(?!old)(\b\w+)_j gives_. way_. to_. (\bnew)_j
no	X gives way to Y	new	old	(\bold)_j gives_. way_. to_. (?!new)(\b\w+)_j
yes	X gives way to Y	fast	slow	(fast)_j gives_. way_. to_. (slow)_j
yes	X gives way to Y	fast	slow	(slow)_j gives_. way_. to_. (fast)_j
no	X gives way to Y	fast	slow	(?!fast)(\b\w+)_j gives_. way_. to_. (\bslow)_j
no	X gives way to Y	fast	slow	(\bfast)_j gives_. way_. to_. (?!slow)(\b\w+)_j
no	X gives way to Y	fast	slow	(?!slow)(\b\w+)_j gives_. way_. to_. (\bfast)_j
no	X gives way to Y	fast	slow	(\bslow)_j gives_. way_. to_. (?!fast)(\b\w+)_j
yes	X gives way to Y	major	minor	(major)_j gives_. way_. to_. (minor)_j
yes	X gives way to Y	major	minor	(minor)_j gives_. way_. to_. (major)_j
no	X gives way to Y	major	minor	(?!major)(\b\w+)_j gives_. way_. to_. (\bminor)_j
no	X gives way to Y	major	minor	(\bmajor)_j gives_. way_. to_. (?!minor)(\b\w+)_j
no	X gives way to Y	major	minor	(?!minor)(\b\w+)_j gives_. way_. to_. (\bmajor)_j
no	X gives way to Y	major	minor	(\bminor)_j gives_. way_. to_. (?!major)(\b\w+)_j
yes	X gives way to Y	active	passive	(active)_j gives_. way_. to_. (passive)_j
yes	X gives way to Y	active	passive	(passive)_j gives_. way_. to_. (active)_j
no	X gives way to Y	active	passive	(?!active)(\b\w+)_j gives_. way_. to_. (\bpassive)_j
no	X gives way to Y	active	passive	(\bactive)_j gives_. way_. to_. (?!passive)(\b\w+)_j
no	X gives way to Y	active	passive	(?!passive)(\b\w+)_j gives_. way_. to_. (\bactive)_j
no	X gives way to Y	active	passive	(\bpassive)_j gives_. way_. to_. (?!active)(\b\w+)_j
yes	X or Y	alive	dead	(alive)_j or_. (dead)_j
yes	X or Y	alive	dead	(dead)_j or_. (alive)_j
no	X or Y	alive	dead	(?!alive)(\b\w+)_j or_. (\bdead)_j
no	X or Y	alive	dead	(\balive)_j or_. (?!dead)(\b\w+)_j
no	X or Y	alive	dead	(?!dead)(\b\w+)_j or_. (\balive)_j
no	X or Y	alive	dead	(\bdead)_j or_. (?!alive)(\b\w+)_j
yes	X or Y	private	public	(private)_j or_. (public)_j
yes	X or Y	private	public	(public)_j or_. (private)_j
no	X or Y	private	public	(?!private)(\b\w+)_j or_. (\bpublic)_j
no	X or Y	private	public	(\bprivate)_j or_. (?!public)(\b\w+)_j
no	X or Y	private	public	(?!public)(\b\w+)_j or_. (\bprivate)_j
no	X or Y	private	public	(\bpublic)_j or_. (?!private)(\b\w+)_j
yes	X or Y	bad	good	(bad)_j or_. (good)_j
yes	X or Y	bad	good	(good)_j or_. (bad)_j
no	X or Y	bad	good	(?!bad)(\b\w+)_j or_. (\bgood)_j
no	X or Y	bad	good	(\bbad)_j or_. (?!good)(\b\w+)_j
no	X or Y	bad	good	(?!good)(\b\w+)_j or_. (\bbad)_j
no	X or Y	bad	good	(\bgood)_j or_. (?!bad)(\b\w+)_j
yes	X or Y	heavy	light	(heavy)_j or_. (light)_j
yes	X or Y	heavy	light	(light)_j or_. (heavy)_j
no	X or Y	heavy	light	(?!heavy)(\b\w+)_j or_. (\blight)_j
no	X or Y	heavy	light	(\bheavy)_j or_. (?!light)(\b\w+)_j
no	X or Y	heavy	light	(?!light)(\b\w+)_j or_. (\bheavy)_j
no	X or Y	heavy	light	(\blight)_j or_. (?!heavy)(\b\w+)_j
yes	X or Y	drunk	sober	(drunk)_j or_. (sober)_j
yes	X or Y	drunk	sober	(sober)_j or_. (drunk)_j
no	X or Y	drunk	sober	(?!drunk)(\b\w+)_j or_. (\bsober)_j
no	X or Y	drunk	sober	(\bdrunk)_j or_. (?!sober)(\b\w+)_j
no	X or Y	drunk	sober	(?!sober)(\b\w+)_j or_. (\bdrunk)_j
no	X or Y	drunk	sober	(\bsober)_j or_. (?!drunk)(\b\w+)_j
yes	X or Y	hard	soft	(hard)_j or_. (soft)_j
yes	X or Y	hard	soft	(soft)_j or_. (hard)_j
no	X or Y	hard	soft	(?!hard)(\b\w+)_j or_. (\bsoft)_j
no	X or Y	hard	soft	(\bhard)_j or_. (?!soft)(\b\w+)_j
no	X or Y	hard	soft	(?!soft)(\b\w+)_j or_. (\bhard)_j
no	X or Y	hard	soft	(\bsoft)_j or_. (?!hard)(\b\w+)_j
yes	X or Y	false	true	(false)_j or_. (true)_j
yes	X or Y	false	true	(true)_j or_. (false)_j
no	X or Y	false	true	(?!false)(\b\w+)_j or_. (\btrue)_j
no	X or Y	false	true	(\bfalse)_j or_. (?!true)(\b\w+)_j
no	X or Y	false	true	(?!true)(\b\w+)_j or_. (\bfalse)_j
no	X or Y	false	true	(\btrue)_j or_. (?!false)(\b\w+)_j
yes	X or Y	happy	sad	(happy)_j or_. (sad)_j
yes	X or Y	happy	sad	(sad)_j or_. (happy)_j
no	X or Y	happy	sad	(?!happy)(\b\w+)_j or_. (\bsad)_j
no	X or Y	happy	sad	(\bhappy)_j or_. (?!sad)(\b\w+)_j
no	X or Y	happy	sad	(?!sad)(\b\w+)_j or_. (\bhappy)_j
no	X or Y	happy	sad	(\bsad)_j or_. (?!happy)(\b\w+)_j
yes	X or Y	dry	wet	(dry)_j or_. (wet)_j
yes	X or Y	dry	wet	(wet)_j or_. (dry)_j
no	X or Y	dry	wet	(?!dry)(\b\w+)_j or_. (\bwet)_j
no	X or Y	dry	wet	(\bdry)_j or_. (?!wet)(\b\w+)_j
no	X or Y	dry	wet	(?!wet)(\b\w+)_j or_. (\bdry)_j
no	X or Y	dry	wet	(\bwet)_j or_. (?!dry)(\b\w+)_j
yes	X or Y	right	wrong	(right)_j or_. (wrong)_j
yes	X or Y	right	wrong	(wrong)_j or_. (right)_j
no	X or Y	right	wrong	(?!right)(\b\w+)_j or_. (\bwrong)_j
no	X or Y	right	wrong	(\bright)_j or_. (?!wrong)(\b\w+)_j
no	X or Y	right	wrong	(?!wrong)(\b\w+)_j or_. (\bright)_j
no	X or Y	right	wrong	(\bwrong)_j or_. (?!right)(\b\w+)_j
yes	X or Y	female	male	(female)_j or_. (male)_j
yes	X or Y	female	male	(male)_j or_. (female)_j
no	X or Y	female	male	(?!female)(\b\w+)_j or_. (\bmale)_j
no	X or Y	female	male	(\bfemale)_j or_. (?!male)(\b\w+)_j
no	X or Y	female	male	(?!male)(\b\w+)_j or_. (\bfemale)_j
no	X or Y	female	male	(\bmale)_j or_. (?!female)(\b\w+)_j
yes	X or Y	high	low	(high)_j or_. (low)_j
yes	X or Y	high	low	(low)_j or_. (high)_j
no	X or Y	high	low	(?!high)(\b\w+)_j or_. (\blow)_j
no	X or Y	high	low	(\bhigh)_j or_. (?!low)(\b\w+)_j
no	X or Y	high	low	(?!low)(\b\w+)_j or_. (\bhigh)_j
no	X or Y	high	low	(\blow)_j or_. (?!high)(\b\w+)_j
yes	X or Y	rural	urban	(rural)_j or_. (urban)_j
yes	X or Y	rural	urban	(urban)_j or_. (rural)_j
no	X or Y	rural	urban	(?!rural)(\b\w+)_j or_. (\burban)_j
no	X or Y	rural	urban	(\brural)_j or_. (?!urban)(\b\w+)_j
no	X or Y	rural	urban	(?!urban)(\b\w+)_j or_. (\brural)_j
no	X or Y	rural	urban	(\burban)_j or_. (?!rural)(\b\w+)_j
yes	X or Y	cold	hot	(cold)_j or_. (hot)_j
yes	X or Y	cold	hot	(hot)_j or_. (cold)_j
no	X or Y	cold	hot	(?!cold)(\b\w+)_j or_. (\bhot)_j
no	X or Y	cold	hot	(\bcold)_j or_. (?!hot)(\b\w+)_j
no	X or Y	cold	hot	(?!hot)(\b\w+)_j or_. (\bcold)_j
no	X or Y	cold	hot	(\bhot)_j or_. (?!cold)(\b\w+)_j
yes	X or Y	poor	rich	(poor)_j or_. (rich)_j
yes	X or Y	poor	rich	(rich)_j or_. (poor)_j
no	X or Y	poor	rich	(?!poor)(\b\w+)_j or_. (\brich)_j
no	X or Y	poor	rich	(\bpoor)_j or_. (?!rich)(\b\w+)_j
no	X or Y	poor	rich	(?!rich)(\b\w+)_j or_. (\bpoor)_j
no	X or Y	poor	rich	(\brich)_j or_. (?!poor)(\b\w+)_j
yes	X or Y	difficult	easy	(difficult)_j or_. (easy)_j
yes	X or Y	difficult	easy	(easy)_j or_. (difficult)_j
no	X or Y	difficult	easy	(?!difficult)(\b\w+)_j or_. (\beasy)_j
no	X or Y	difficult	easy	(\bdifficult)_j or_. (?!easy)(\b\w+)_j
no	X or Y	difficult	easy	(?!easy)(\b\w+)_j or_. (\bdifficult)_j
no	X or Y	difficult	easy	(\beasy)_j or_. (?!difficult)(\b\w+)_j
yes	X or Y	optimistic	pessimistic	(optimistic)_j or_. (pessimistic)_j
yes	X or Y	optimistic	pessimistic	(pessimistic)_j or_. (optimistic)_j
no	X or Y	optimistic	pessimistic	(?!optimistic)(\b\w+)_j or_. (\bpessimistic)_j
no	X or Y	optimistic	pessimistic	(\boptimistic)_j or_. (?!pessimistic)(\b\w+)_j
no	X or Y	optimistic	pessimistic	(?!pessimistic)(\b\w+)_j or_. (\boptimistic)_j
no	X or Y	optimistic	pessimistic	(\bpessimistic)_j or_. (?!optimistic)(\b\w+)_j
yes	X or Y	permanent	temporary	(permanent)_j or_. (temporary)_j
yes	X or Y	permanent	temporary	(temporary)_j or_. (permanent)_j
no	X or Y	permanent	temporary	(?!permanent)(\b\w+)_j or_. (\btemporary)_j
no	X or Y	permanent	temporary	(\bpermanent)_j or_. (?!temporary)(\b\w+)_j
no	X or Y	permanent	temporary	(?!temporary)(\b\w+)_j or_. (\bpermanent)_j
no	X or Y	permanent	temporary	(\btemporary)_j or_. (?!permanent)(\b\w+)_j
yes	X or Y	feminine	masculine	(feminine)_j or_. (masculine)_j
yes	X or Y	feminine	masculine	(masculine)_j or_. (feminine)_j
no	X or Y	feminine	masculine	(?!feminine)(\b\w+)_j or_. (\bmasculine)_j
no	X or Y	feminine	masculine	(\bfeminine)_j or_. (?!masculine)(\b\w+)_j
no	X or Y	feminine	masculine	(?!masculine)(\b\w+)_j or_. (\bfeminine)_j
no	X or Y	feminine	masculine	(\bmasculine)_j or_. (?!feminine)(\b\w+)_j
yes	X or Y	long	short	(long)_j or_. (short)_j
yes	X or Y	long	short	(short)_j or_. (long)_j
no	X or Y	long	short	(?!long)(\b\w+)_j or_. (\bshort)_j
no	X or Y	long	short	(\blong)_j or_. (?!short)(\b\w+)_j
no	X or Y	long	short	(?!short)(\b\w+)_j or_. (\blong)_j
no	X or Y	long	short	(\bshort)_j or_. (?!long)(\b\w+)_j
yes	X or Y	large	small	(large)_j or_. (small)_j
yes	X or Y	large	small	(small)_j or_. (large)_j
no	X or Y	large	small	(?!large)(\b\w+)_j or_. (\bsmall)_j
no	X or Y	large	small	(\blarge)_j or_. (?!small)(\b\w+)_j
no	X or Y	large	small	(?!small)(\b\w+)_j or_. (\blarge)_j
no	X or Y	large	small	(\bsmall)_j or_. (?!large)(\b\w+)_j
yes	X or Y	new	old	(new)_j or_. (old)_j
yes	X or Y	new	old	(old)_j or_. (new)_j
no	X or Y	new	old	(?!new)(\b\w+)_j or_. (\bold)_j
no	X or Y	new	old	(\bnew)_j or_. (?!old)(\b\w+)_j
no	X or Y	new	old	(?!old)(\b\w+)_j or_. (\bnew)_j
no	X or Y	new	old	(\bold)_j or_. (?!new)(\b\w+)_j
yes	X or Y	fast	slow	(fast)_j or_. (slow)_j
yes	X or Y	fast	slow	(slow)_j or_. (fast)_j
no	X or Y	fast	slow	(?!fast)(\b\w+)_j or_. (\bslow)_j
no	X or Y	fast	slow	(\bfast)_j or_. (?!slow)(\b\w+)_j
no	X or Y	fast	slow	(?!slow)(\b\w+)_j or_. (\bfast)_j
no	X or Y	fast	slow	(\bslow)_j or_. (?!fast)(\b\w+)_j
yes	X or Y	major	minor	(major)_j or_. (minor)_j
yes	X or Y	major	minor	(minor)_j or_. (major)_j
no	X or Y	major	minor	(?!major)(\b\w+)_j or_. (\bminor)_j
no	X or Y	major	minor	(\bmajor)_j or_. (?!minor)(\b\w+)_j
no	X or Y	major	minor	(?!minor)(\b\w+)_j or_. (\bmajor)_j
no	X or Y	major	minor	(\bminor)_j or_. (?!major)(\b\w+)_j
yes	X or Y	active	passive	(active)_j or_. (passive)_j
yes	X or Y	active	passive	(passive)_j or_. (active)_j
no	X or Y	active	passive	(?!active)(\b\w+)_j or_. (\bpassive)_j
